unique_carrier,origin,destination,is_delayed,departure_time,month,day_of_month,day_of_week,distance
XJ,JNS,SHM,N,1651,M-9,D-26,W-2,246
NB,ULQ,OMH,Y,1323,M-7,D-27,W-4,861
LU,ULX,RVN,N,1907,M-2,D-23,W-3,1671
OZ,HSR,TVQ,Y,1625,M-9,D-9,W-6,606
VK,YBR,QTP,N,657,M-1,D-2,W-7,1591
RQ,MQJ,TVQ,N,1036,M-8,D-13,W-6,554
TT,VUT,OYT,N,652,M-1,D-15,W-6,204
NB,ULQ,OMH,N,1425,M-4,D-25,W-2,861
HL,MQV,TVQ,N,2115,M-11,D-3,W-4,227
WP,ULX,PJT,N,1019,M-5,D-18,W-4,1107
HH,OIS,PIH,N,1938,M-8,D-3,W-4,329
BN,FSS,RVN,N,1151,M-2,D-2,W-4,120
WT,HSR,PDM,N,2007,M-2,D-13,W-1,1829
HH,MUS,RJB,N,1559,M-12,D-3,W-7,230
HL,OJO,MGF,Y,1341,M-1,D-24,W-1,403
WT,YMV,RJB,N,1853,M-8,D-5,W-5,419
WT,HSR,POI,N,1729,M-5,D-8,W-1,1781
NB,CNY,ORN,N,1241,M-11,D-1,W-3,611
HL,LPG,MGF,N,738,M-1,D-1,W-6,325
HL,MGF,CNY,N,1854,M-4,D-18,W-2,430
RQ,TVQ,HBV,N,1709,M-11,D-2,W-3,1900
NB,ORN,HOT,Y,1730,M-1,D-7,W-5,423
BN,OJO,GUP,Y,1721,M-8,D-21,W-7,369
WP,OMH,UYV,Y,1259,M-2,D-28,W-1,834
NB,OLV,ULQ,N,850,M-5,D-22,W-1,290
JG,TJX,RIN,N,1922,M-1,D-10,W-1,285
BN,QTP,OPU,N,108,M-11,D-12,W-6,1300
NB,PDM,PBT,N,1335,M-2,D-23,W-3,342
BN,YBR,RVN,N,1340,M-8,D-10,W-3,231
IQ,IQQ,TVQ,N,1152,M-5,D-8,W-7,581
TT,TVQ,QFT,N,1113,M-5,D-12,W-5,761
OZ,PTV,RTQ,N,918,M-7,D-27,W-4,248
WT,CHP,HSR,N,1431,M-12,D-1,W-5,867
RQ,CHP,UCY,N,849,M-10,D-19,W-3,1197
OZ,RPO,RIN,N,1750,M-2,D-7,W-2,624
TT,PVQ,QTX,N,944,M-10,D-2,W-7,1593
WT,TQC,HSR,N,1722,M-2,D-12,W-6,723
BN,QTX,OJO,N,714,M-1,D-20,W-4,1619
NB,ORN,OMH,N,1535,M-11,D-9,W-3,989
NB,LHW,TWP,N,1403,M-12,D-21,W-3,148
OZ,PAS,HSR,N,1140,M-7,D-15,W-5,607
WP,CHP,MQV,Y,641,M-2,D-26,W-6,728
NB,UGR,OMH,Y,1820,M-4,D-24,W-1,1073
HH,PQM,TCZ,N,1644,M-8,D-22,W-2,493
NB,PVQ,ULX,N,1910,M-6,D-16,W-4,1262
OZ,RIN,MQJ,Y,906,M-8,D-6,W-6,1021
WT,RJB,ULQ,N,1014,M-5,D-29,W-1,1557
HL,UYV,DIE,N,1421,M-7,D-30,W-7,340
WP,QTP,IQQ,N,2,M-3,D-2,W-4,2174
HH,HBV,QTX,N,1406,M-10,D-29,W-6,47
NB,TCZ,URX,N,1400,M-2,D-4,W-5,1111
WP,OMH,MQV,Y,2106,M-8,D-3,W-3,468
OZ,CHP,DIE,N,915,M-3,D-15,W-2,187
NB,OMH,CRQ,N,900,M-2,D-28,W-2,1050
NB,RTQ,TWP,N,1740,M-1,D-8,W-7,189
I9,ULX,RJB,N,940,M-1,D-12,W-4,602
MH,JNS,TWP,N,852,M-5,D-1,W-7,1504
IQ,RTA,TVQ,N,541,M-5,D-21,W-6,432
NB,ULX,HEM,Y,1200,M-3,D-18,W-6,833
OZ,RIN,FPU,N,1501,M-6,D-26,W-7,862
IQ,JNS,ORN,Y,1616,M-12,D-18,W-1,711
TT,IQQ,QTX,N,915,M-5,D-25,W-4,2342
LU,QTP,YTR,N,2245,M-12,D-2,W-5,2066
BN,RVN,VUT,N,2127,M-11,D-22,W-2,983
NB,PTB,POI,N,1350,M-1,D-13,W-4,480
OZ,HSR,UYV,N,719,M-1,D-23,W-7,412
BN,OMY,OPU,N,1547,M-11,D-22,W-2,393
RQ,MGF,PTV,N,2045,M-10,D-11,W-2,1024
HL,MGF,TCJ,N,2035,M-2,D-24,W-5,503
NB,ULX,JQU,Y,1543,M-2,D-24,W-4,347
TZ,HFF,PBT,N,1219,M-7,D-6,W-4,2513
WP,ULQ,IQQ,N,1656,M-2,D-5,W-6,992
HH,PIH,OSA,N,853,M-11,D-27,W-1,77
HH,QTX,VWP,Y,2107,M-11,D-22,W-3,451
WT,QTX,HTE,N,548,M-2,D-2,W-3,337
OZ,OYT,MQV,N,1755,M-4,D-23,W-7,650
WP,QTP,QTX,N,658,M-8,D-23,W-3,236
OZ,OZV,FSC,N,629,M-3,D-30,W-3,134
NB,JQU,LHW,N,1850,M-4,D-4,W-2,677
LT,QYL,LBQ,N,906,M-2,D-9,W-3,102
RQ,QFT,TVQ,Y,2129,M-8,D-31,W-4,761
HH,PQM,OIS,N,2137,M-11,D-4,W-6,575
BN,RVN,IBV,N,852,M-5,D-24,W-2,56
OZ,RIN,OTI,N,952,M-1,D-26,W-4,309
RQ,CRQ,TVQ,N,552,M-12,D-29,W-4,859
NB,LHW,JQU,N,1539,M-12,D-11,W-7,677
NB,QTX,ULX,N,615,M-3,D-23,W-4,370
RQ,MQV,TVQ,N,1057,M-10,D-20,W-4,227
RQ,PQM,RJB,N,1254,M-5,D-7,W-6,391
NB,PQM,URX,N,1810,M-3,D-16,W-4,630
NB,PTB,POI,N,1415,M-7,D-23,W-6,480
WT,QTX,PIH,N,1544,M-10,D-18,W-3,337
MH,HOT,YTL,Y,748,M-12,D-30,W-6,781
NB,FJF,CHY,N,1015,M-2,D-26,W-6,287
TT,QTX,LBQ,N,1241,M-5,D-15,W-1,2556
WT,PIH,PJT,N,2208,M-4,D-23,W-7,679
HH,STU,HSR,N,1335,M-7,D-12,W-2,780
JG,QJX,TVQ,N,1300,M-12,D-15,W-5,303
RQ,PQM,PJT,N,2042,M-1,D-14,W-6,689
XJ,MQJ,OPU,N,1643,M-12,D-4,W-1,622
XJ,OPU,JNS,N,859,M-3,D-14,W-1,1008
TT,RIN,URX,N,2049,M-9,D-29,W-4,1616
MH,JNS,OMH,N,2024,M-3,D-21,W-2,938
NB,LHW,PTV,N,2150,M-3,D-31,W-4,192
BN,QTP,QTX,N,947,M-9,D-10,W-6,236
C6,DIE,OPA,N,706,M-3,D-17,W-5,1182
XJ,CVS,YTL,N,542,M-8,D-14,W-1,253
HL,MGF,TKH,N,1533,M-6,D-19,W-7,225
NB,PQM,PVQ,Y,1324,M-4,D-4,W-2,1156
WP,ULX,OPU,N,1916,M-11,D-22,W-3,1276
WP,QFT,RMT,N,1558,M-7,D-21,W-4,214
OZ,RIN,OPU,Y,925,M-3,D-16,W-3,852
NB,ULX,VWQ,N,750,M-4,D-23,W-7,935
XJ,YTL,QIV,N,719,M-3,D-15,W-3,201
RQ,TVQ,PTG,N,916,M-3,D-14,W-2,215
XJ,MQJ,RJB,N,924,M-2,D-10,W-4,1201
XJ,YTL,YBR,N,853,M-2,D-25,W-6,845
HH,RJB,QBE,N,1536,M-2,D-28,W-2,423
C6,CHP,DIE,Y,1726,M-11,D-30,W-3,187
OZ,QTX,OSA,N,1025,M-4,D-19,W-2,267
HH,PQM,STU,N,1734,M-7,D-5,W-3,508
OZ,IBV,HSR,N,624,M-12,D-28,W-4,223
RL,YTR,TVQ,N,915,M-3,D-30,W-3,533
WP,OMH,ULX,N,740,M-7,D-16,W-7,1848
WT,QTX,QTP,N,2239,M-1,D-13,W-4,236
HL,MGF,RVN,Y,2130,M-9,D-27,W-3,229
TT,HSR,JNS,N,625,M-8,D-29,W-1,719
RQ,PQM,TBM,N,1859,M-8,D-5,W-5,2125
TT,YTL,OYT,N,1130,M-3,D-1,W-3,964
JG,TVQ,UIB,Y,1850,M-4,D-3,W-7,247
NB,HTE,QTP,N,1835,M-3,D-6,W-1,407
NB,UGR,ULQ,N,1905,M-8,D-12,W-6,238
RQ,TVQ,PDM,N,1947,M-5,D-10,W-2,2116
WT,HSR,OLV,N,1318,M-5,D-2,W-1,843
HH,QJX,HSR,N,1043,M-5,D-5,W-5,323
RQ,CBT,TVQ,N,2016,M-3,D-8,W-2,214
HH,QTX,ULX,N,816,M-8,D-7,W-7,370
XJ,YTL,QIV,N,2116,M-5,D-26,W-5,201
WP,PSZ,MQV,Y,1726,M-3,D-15,W-2,547
NB,POI,QTX,N,1938,M-2,D-22,W-3,373
NB,URX,QTP,N,615,M-6,D-16,W-5,762
XJ,PLG,YTL,N,1536,M-2,D-21,W-1,192
HH,OPH,PQM,N,1053,M-5,D-10,W-2,436
WP,MQV,CRQ,Y,2137,M-1,D-5,W-4,644
OZ,HSR,HEM,N,1314,M-1,D-25,W-2,693
BN,OPU,URX,Y,1150,M-6,D-27,W-1,1426
BN,FSS,OPU,N,654,M-9,D-28,W-4,408
LT,LBQ,URX,N,1426,M-2,D-4,W-6,2603
NB,CBT,DTX,Y,2041,M-9,D-1,W-5,484
BN,ORV,RVN,N,607,M-1,D-2,W-1,370
HH,PQM,PFW,N,2223,M-8,D-7,W-7,269
HL,MGF,HSI,Y,1616,M-4,D-6,W-4,485
TT,OPA,OYT,N,558,M-1,D-2,W-7,674
XJ,YTR,JNS,Y,1625,M-11,D-17,W-5,213
HH,HSR,MSN,Y,2257,M-10,D-12,W-4,416
NB,ORN,CBT,N,905,M-4,D-5,W-3,395
WP,ULX,DIE,N,1003,M-3,D-25,W-6,2153
HH,QTX,PBT,N,1755,M-11,D-26,W-6,36
NB,ORN,PVQ,Y,1551,M-7,D-29,W-6,251
TT,HSR,OYT,N,618,M-6,D-28,W-3,1197
RQ,CHP,MGF,N,1842,M-1,D-7,W-5,752
HH,PQM,FDV,N,1246,M-8,D-17,W-3,217
TT,YBR,RIN,N,655,M-1,D-4,W-3,762
HH,PIH,POI,N,2216,M-8,D-30,W-2,86
IQ,TVQ,CHP,N,1259,M-12,D-15,W-5,946
TT,QTP,PVQ,N,1559,M-3,D-18,W-5,1372
NB,CWS,HTE,N,920,M-4,D-10,W-7,325
NB,HTE,QTX,N,800,M-4,D-9,W-6,337
LU,YTL,ULX,N,1735,M-12,D-16,W-5,1009
RQ,ULQ,TVQ,N,738,M-11,D-30,W-3,665
TT,HSR,PVQ,N,1619,M-1,D-7,W-6,258
TP,PJT,RJB,N,1830,M-3,D-12,W-7,1024
WP,CHP,RMT,Y,2000,M-12,D-8,W-5,399
MH,OMH,MQJ,N,1415,M-10,D-2,W-1,895
OZ,MYR,RIN,N,1441,M-4,D-27,W-3,685
BN,FSC,OPU,N,852,M-12,D-25,W-1,252
TP,ATE,MRG,N,1128,M-7,D-20,W-4,213
OZ,RIN,UBP,Y,1257,M-4,D-30,W-6,604
NB,HTE,QTX,N,1300,M-11,D-3,W-5,337
JG,TVQ,TFP,N,1514,M-1,D-19,W-4,143
XJ,PSZ,JNS,N,1356,M-9,D-7,W-3,1034
WP,MQV,ULQ,N,1108,M-6,D-13,W-2,448
WP,RMT,UCY,N,1414,M-12,D-29,W-5,857
HH,PCT,PQM,N,1615,M-4,D-2,W-7,615
LU,QTP,DIE,N,2301,M-2,D-15,W-2,2248
RQ,UYV,TVQ,N,1709,M-3,D-20,W-7,526
TT,OYT,QTX,N,1546,M-1,D-11,W-2,2342
MH,RIN,YTL,N,1542,M-10,D-7,W-6,224
HL,IPR,MGF,N,1550,M-10,D-18,W-3,701
NB,QTP,LHW,N,1115,M-1,D-18,W-3,1235
RQ,TVQ,OMY,N,1647,M-12,D-28,W-3,692
NB,POI,PBT,N,1409,M-11,D-29,W-3,404
OZ,PTB,PDM,N,1556,M-2,D-14,W-2,417
TT,CRQ,OYT,N,555,M-9,D-4,W-7,1194
MH,YTL,QTP,N,1202,M-12,D-8,W-5,1222
HL,MGF,DIE,N,925,M-7,D-15,W-5,589
WT,YTR,OMH,N,1438,M-11,D-24,W-5,758
TT,PDW,DIE,Y,1258,M-9,D-4,W-7,1597
LT,PJT,LBQ,N,840,M-9,D-22,W-4,2677
OZ,PTB,QTX,N,1225,M-4,D-23,W-7,109
HH,HXS,QTX,N,2024,M-7,D-13,W-4,49
HL,MGF,MYR,N,948,M-1,D-3,W-1,419
BN,RVN,TVQ,Y,1918,M-3,D-8,W-2,594
TP,QFC,PJT,Y,1133,M-5,D-21,W-7,965
OZ,TCY,RIN,N,955,M-7,D-24,W-1,158
HL,ORV,MGF,Y,635,M-5,D-29,W-7,429
OZ,LHW,RIN,Y,1155,M-4,D-20,W-4,247
MH,MQJ,CHP,N,1757,M-10,D-21,W-6,563
HH,HTE,PQM,N,1610,M-6,D-30,W-5,588
WT,RJB,YTR,Y,1211,M-5,D-14,W-6,1452
RQ,VUT,QFT,N,1112,M-11,D-29,W-3,1011
MH,CNY,MQJ,N,1805,M-11,D-11,W-5,314
HL,MGF,OJO,N,756,M-10,D-21,W-5,403
OZ,FSE,RIN,N,1156,M-9,D-9,W-6,134
BN,QTP,RVN,N,2235,M-8,D-11,W-4,1750
HH,PQM,PTV,N,1907,M-4,D-24,W-1,1086
TP,PJT,RJB,N,740,M-11,D-29,W-2,1024
BN,OJO,CVS,Y,1958,M-2,D-27,W-7,319
NB,MQJ,CBT,N,1005,M-10,D-23,W-7,448
WP,MQV,OMH,N,1740,M-2,D-23,W-4,468
WT,HSR,JNS,N,632,M-7,D-6,W-4,719
TT,OYT,RIN,Y,1249,M-7,D-14,W-4,1121
XJ,YTL,QIV,N,1232,M-8,D-20,W-7,201
AG,ULX,UPU,N,1625,M-8,D-6,W-7,261
HH,CWS,PIH,Y,1956,M-1,D-10,W-2,326
RQ,MQV,TVQ,N,1647,M-10,D-12,W-4,227
XJ,YTL,CSH,Y,1900,M-12,D-4,W-1,308
HH,RJB,TCZ,Y,1633,M-8,D-23,W-2,349
TT,QTX,LBQ,N,858,M-2,D-27,W-7,2556
NB,HTE,QTX,N,600,M-8,D-2,W-2,337
HH,QTX,PTB,Y,1314,M-12,D-18,W-7,109
I9,RJB,ULX,Y,1445,M-6,D-29,W-4,602
BN,CYP,OPU,N,1642,M-6,D-30,W-5,386
RQ,TVQ,CLO,N,1404,M-8,D-15,W-2,134
C6,URX,DIE,Y,214,M-2,D-26,W-7,2454
HL,ULQ,MGF,N,705,M-4,D-30,W-7,507
WP,MQV,OMH,N,2136,M-9,D-27,W-2,468
OZ,QCC,RIN,N,1622,M-11,D-10,W-4,282
BN,OYT,OPU,N,1255,M-6,D-27,W-1,1501
AG,TVQ,RJB,N,1729,M-3,D-1,W-3,1199
TT,CLO,RIN,Y,1728,M-4,D-20,W-4,597
WT,QTX,RJB,N,2030,M-1,D-12,W-4,862
I9,RJB,QTP,Y,2146,M-8,D-10,W-3,629
XJ,YTL,RPO,Y,1435,M-3,D-9,W-4,802
WP,MQV,UYV,N,1707,M-5,D-15,W-7,366
TT,JNS,RIN,N,1549,M-3,D-14,W-1,1372
WP,UYV,QFT,N,725,M-9,D-9,W-6,335
AG,HSR,OJO,N,814,M-9,D-21,W-4,491
MH,JNS,OMH,Y,1417,M-7,D-2,W-6,938
HL,DTX,QFT,Y,1910,M-8,D-7,W-7,834
HL,FSS,MGF,N,1720,M-12,D-11,W-1,268
RQ,OMH,QFT,N,2020,M-7,D-4,W-1,950
WT,HSR,OPU,N,1315,M-10,D-21,W-6,334
OZ,OEJ,HSR,N,1406,M-7,D-28,W-4,67
RQ,FJF,PQM,N,640,M-1,D-30,W-1,546
XJ,MHP,YTL,N,1419,M-8,D-1,W-1,809
TT,RIN,ULQ,Y,1006,M-12,D-15,W-4,1302
WP,RMT,UYV,N,1024,M-11,D-11,W-6,205
MH,JNS,ORN,N,1246,M-5,D-5,W-4,711
RQ,MGF,TCZ,N,1023,M-3,D-22,W-3,1240
WP,CRQ,ULQ,Y,755,M-8,D-30,W-3,196
XJ,YTL,MLP,N,1300,M-10,D-3,W-1,925
WP,ULQ,RIN,N,1241,M-8,D-23,W-2,1302
WP,CWS,ULX,N,922,M-11,D-27,W-1,369
WP,JNS,MQV,N,1138,M-2,D-6,W-1,529
NB,YPU,IQQ,N,1050,M-3,D-29,W-3,1093
NB,YBR,ULX,N,1520,M-1,D-2,W-1,1489
WT,MQV,RJB,N,1703,M-12,D-26,W-1,1337
TT,HSR,QTP,N,917,M-3,D-16,W-4,1515
NB,QTX,ULX,Y,1324,M-5,D-15,W-1,370
BN,RVN,UNO,Y,1456,M-6,D-30,W-4,668
AG,ULX,JQU,N,949,M-2,D-1,W-3,347
AG,RJB,FWM,N,851,M-10,D-18,W-3,152
TT,QTX,RIN,N,808,M-2,D-9,W-3,1235
XJ,MQJ,PAS,N,1125,M-1,D-21,W-5,317
NB,VWP,QTX,Y,2230,M-11,D-29,W-3,451
WP,PJT,MQV,N,2225,M-4,D-2,W-7,2279
TT,ULQ,HSR,N,735,M-8,D-16,W-3,678
OZ,RIN,VXE,Y,1128,M-6,D-23,W-5,181
WP,ULQ,DTX,N,1400,M-8,D-25,W-4,742
LU,QTP,RJB,N,2350,M-11,D-24,W-4,629
OZ,PCU,QTX,N,1403,M-11,D-2,W-3,155
NB,ORN,OMH,N,1315,M-6,D-6,W-1,989
AG,MHP,RJB,N,1206,M-6,D-25,W-7,72
XJ,YTL,QML,N,1137,M-8,D-2,W-2,127
WP,UYV,RMT,N,1551,M-6,D-30,W-5,205
IQ,SHM,OMH,N,1225,M-1,D-23,W-1,1033
IQ,OQY,TVQ,N,1724,M-10,D-15,W-6,633
IQ,ORN,TVQ,Y,1553,M-11,D-22,W-2,590
HH,RJB,TCZ,Y,1809,M-8,D-10,W-4,349
HH,MQR,QTX,N,1700,M-7,D-14,W-5,86
XJ,JNS,VWQ,Y,908,M-10,D-14,W-5,1215
BN,RVN,QJX,N,1916,M-4,D-30,W-6,296
RQ,QFT,CHP,N,1630,M-10,D-6,W-4,185
BN,MOL,RVN,N,1021,M-3,D-11,W-5,155
I9,URX,RJB,N,1047,M-6,D-22,W-3,992
HH,PIH,CHY,Y,1524,M-7,D-20,W-4,522
TT,OYT,CNY,Y,1324,M-2,D-13,W-1,946
WT,HSR,ULX,N,1746,M-11,D-20,W-1,1440
NB,QTX,ULX,N,900,M-11,D-8,W-2,370
XJ,OLV,MQJ,N,622,M-10,D-1,W-6,544
RQ,PIH,LBQ,N,1755,M-1,D-8,W-7,2398
TT,TCZ,HSR,N,1307,M-12,D-13,W-3,1118
WT,YTR,PIH,N,1908,M-6,D-14,W-2,2419
NB,QTP,ULX,N,2025,M-4,D-18,W-2,256
AG,OLV,HSR,N,1127,M-2,D-2,W-4,843
HH,RJB,UPM,N,1131,M-2,D-2,W-4,853
IQ,ORN,TVQ,N,536,M-8,D-29,W-2,590
OZ,HSR,OPB,N,853,M-6,D-13,W-2,109
XJ,CSH,YTL,N,1626,M-8,D-30,W-2,308
RQ,DIE,IQQ,Y,1043,M-3,D-29,W-2,1069
OZ,PAS,HSR,N,1301,M-2,D-5,W-7,607
HL,MGF,RTA,N,1950,M-2,D-9,W-3,64
TT,RIN,MHP,N,1637,M-11,D-2,W-4,592
HL,ORN,TVQ,Y,1918,M-7,D-25,W-2,590
WP,VUT,ULQ,N,1645,M-10,D-20,W-5,920
RQ,QFT,RMT,N,731,M-10,D-20,W-4,214
RL,OMH,YTR,N,1813,M-9,D-5,W-1,758
WT,IQQ,HSR,Y,1959,M-4,D-7,W-5,1182
OZ,CHP,CNY,N,1017,M-4,D-26,W-3,370
NB,POI,ULX,N,1210,M-7,D-24,W-7,647
IQ,CNY,IQQ,N,737,M-1,D-5,W-3,925
RQ,TVQ,TCZ,N,1403,M-6,D-13,W-1,1269
BN,MQV,RVN,N,1236,M-11,D-28,W-2,500
RQ,CHP,QFT,N,1927,M-1,D-14,W-5,185
RQ,MQJ,TVQ,N,1358,M-9,D-18,W-7,554
NB,PTB,ULX,N,635,M-3,D-17,W-4,304
OZ,LPG,RIN,Y,621,M-12,D-19,W-1,603
I9,QFT,RJB,N,858,M-10,D-1,W-6,1619
HL,YBR,DIE,N,1345,M-3,D-24,W-5,664
WT,QTX,HSR,N,1103,M-3,D-19,W-7,1745
TT,HFF,QTX,N,2154,M-7,D-4,W-1,2486
WT,RJB,OMH,N,831,M-10,D-21,W-6,1545
HL,OQY,MGF,N,651,M-3,D-13,W-7,350
TT,HSR,CHP,N,1138,M-1,D-3,W-1,867
NB,MQJ,CNY,N,615,M-2,D-21,W-1,314
TT,HSR,PDW,N,1357,M-8,D-31,W-4,2072
NB,TCZ,OMY,N,1803,M-9,D-5,W-2,718
LT,HFF,LBQ,N,924,M-4,D-7,W-5,100
HH,PQM,SBH,N,818,M-9,D-23,W-6,422
MH,ULQ,YTL,N,1411,M-9,D-15,W-4,1324
NB,ORN,PTV,N,1340,M-7,D-30,W-7,1036
TT,RIN,CHP,Y,1355,M-7,D-18,W-1,1562
XJ,OTI,YTL,N,811,M-1,D-21,W-5,429
XJ,HEM,YTL,N,1157,M-10,D-2,W-1,395
OZ,QTX,PTB,N,1957,M-12,D-11,W-7,109
RQ,HSR,TVQ,N,1040,M-4,D-2,W-6,606
OZ,RIN,FSE,N,1215,M-4,D-22,W-5,134
BN,PIH,OPU,N,1044,M-8,D-14,W-1,1589
JG,GQR,TVQ,N,1647,M-6,D-14,W-3,208
JG,UIB,TVQ,N,525,M-3,D-24,W-4,247
NB,HTE,ULX,N,1235,M-10,D-15,W-6,646
RL,YTR,LUB,N,653,M-2,D-23,W-3,247
RQ,QTP,PQM,N,1253,M-8,D-15,W-1,368
MH,OMH,JNS,N,925,M-9,D-13,W-2,938
JG,LEA,TVQ,N,1200,M-12,D-25,W-7,225
JG,FUV,TVQ,Y,918,M-8,D-10,W-4,352
NB,PRI,CNY,Y,1150,M-8,D-16,W-2,495
TT,RIN,OPA,N,1454,M-3,D-20,W-7,448
XJ,YBR,JNS,Y,1149,M-12,D-26,W-1,644
TT,HSR,ULX,N,1413,M-10,D-23,W-1,1440
NB,ORN,HOT,Y,1500,M-4,D-10,W-1,423
NB,QTX,HTE,N,1900,M-1,D-21,W-5,337
XJ,YTL,MQV,N,1333,M-8,D-2,W-2,913
OZ,UYV,HSR,N,1557,M-4,D-1,W-6,412
AG,FPU,HSR,N,1220,M-12,D-28,W-4,577
TT,SRW,HSR,N,1537,M-3,D-15,W-3,647
XJ,YBR,YTL,N,1609,M-8,D-27,W-7,845
NB,SRW,ORN,N,1758,M-7,D-24,W-7,632
RQ,URX,PQM,N,607,M-11,D-11,W-6,630
NB,HTE,QTX,N,1000,M-10,D-6,W-4,337
JG,JGG,TVQ,Y,1800,M-2,D-22,W-3,350
TP,PJT,QTX,Y,1001,M-11,D-28,W-2,954
WT,QTP,PIH,N,827,M-10,D-25,W-2,414
WT,HSR,JNS,Y,1833,M-1,D-31,W-2,719
NB,OPA,LHW,Y,1555,M-11,D-21,W-1,303
IQ,RTA,CNY,Y,1835,M-3,D-22,W-2,406
C6,CHP,IQQ,Y,2050,M-3,D-11,W-5,1237
OZ,HSR,OEJ,Y,1012,M-6,D-26,W-7,67
WP,DTX,RMT,N,721,M-10,D-26,W-4,634
HH,RJB,MHP,N,2005,M-4,D-25,W-2,72
IQ,QTP,MTE,N,1730,M-8,D-7,W-7,1846
BN,RIN,RVN,N,1222,M-7,D-9,W-6,987
NB,URX,SBH,N,705,M-7,D-12,W-3,444
NB,PDM,PBT,N,1548,M-7,D-21,W-4,342
NB,CBT,CLO,N,838,M-5,D-11,W-4,177
I9,PQM,RJB,N,704,M-7,D-3,W-1,391
XJ,JNS,OJO,N,1206,M-7,D-24,W-7,946
WT,PDM,RJB,N,1645,M-6,D-6,W-2,948
OZ,RIN,LPG,N,837,M-6,D-13,W-1,603
TT,HSR,RVN,N,1811,M-2,D-14,W-2,235
WP,ULX,QTX,N,1021,M-10,D-21,W-6,370
MH,YTL,IQQ,N,1032,M-9,D-24,W-7,965
HL,FSS,MGF,N,1120,M-11,D-13,W-1,268
XJ,MQJ,RMT,Y,1937,M-6,D-22,W-3,310
XJ,JNS,UYV,N,640,M-10,D-18,W-3,319
HH,ITS,PQM,N,900,M-12,D-26,W-2,865
HH,OCP,HSR,N,551,M-11,D-3,W-4,222
MH,RMT,YTL,N,609,M-5,D-9,W-1,1208
TT,MOL,RIN,N,1728,M-10,D-9,W-7,927
I9,YTL,RJB,N,1433,M-12,D-6,W-3,861
TT,OYT,RMT,Y,1407,M-3,D-2,W-4,920
NB,CBT,MOL,N,1850,M-8,D-27,W-6,338
WP,MQV,SPN,N,1132,M-6,D-2,W-4,600
C6,DIE,URX,N,1956,M-7,D-18,W-2,2454
NB,OMY,CBT,Y,1635,M-10,D-27,W-4,491
WT,OMH,YTR,Y,822,M-1,D-1,W-7,758
HH,QTX,HTE,N,1454,M-7,D-21,W-4,337
BN,PIH,OPU,N,849,M-7,D-19,W-3,1589
WP,RMT,OMH,N,1411,M-4,D-18,W-2,759
TT,QYL,QTX,N,2258,M-1,D-21,W-6,2615
HL,MLP,QFT,N,1343,M-11,D-4,W-5,641
NB,ULX,QTX,N,1719,M-8,D-30,W-3,370
NB,CWS,QTP,N,815,M-9,D-13,W-2,223
WT,RJB,PTV,N,1920,M-8,D-4,W-4,794
XJ,TCJ,MQJ,N,1400,M-3,D-27,W-1,339
WP,HBV,ULX,N,1230,M-3,D-21,W-2,325
NB,OMH,UGR,Y,1130,M-4,D-5,W-2,1073
RQ,MGF,TVQ,N,1723,M-2,D-4,W-5,373
HH,QTX,PTB,Y,1549,M-5,D-27,W-5,109
NB,SRW,CBT,Y,2036,M-11,D-15,W-3,443
XJ,YTL,DTB,N,1943,M-11,D-28,W-2,351
WT,YTR,QTX,N,709,M-7,D-19,W-2,2288
HL,CFS,MGF,N,1643,M-5,D-12,W-4,906
MH,LBQ,YTL,N,2107,M-8,D-20,W-7,3904
NB,POI,ULX,N,830,M-2,D-7,W-2,647
BN,SHM,RVN,N,600,M-11,D-21,W-1,296
OZ,RIN,TOT,N,837,M-5,D-24,W-2,313
TT,TWP,RIN,N,1602,M-7,D-20,W-4,190
NB,QTP,HTE,Y,1649,M-10,D-7,W-6,407
XJ,OPU,JNS,N,624,M-10,D-26,W-4,1008
IQ,RJB,TVQ,N,730,M-4,D-15,W-5,1199
NB,PDM,QTX,N,1855,M-3,D-30,W-4,308
C6,DIE,OMH,N,1619,M-5,D-31,W-3,944
WP,ULX,YBR,N,1048,M-12,D-31,W-7,1489
NB,CNY,SPN,N,805,M-10,D-27,W-4,919
WT,OPU,HSR,N,1526,M-2,D-28,W-2,334
TT,RIN,HSR,N,556,M-11,D-25,W-6,802
C6,DIE,QTP,N,1144,M-4,D-29,W-6,2248
NB,YBR,VUT,N,1250,M-4,D-4,W-2,838
XJ,QYV,YTL,N,927,M-4,D-18,W-1,374
RQ,UGR,TVQ,N,753,M-9,D-10,W-7,903
HH,PAS,HSR,N,750,M-8,D-3,W-3,607
TP,PDM,PJT,N,652,M-6,D-8,W-4,697
NB,PQM,CHY,N,2050,M-11,D-30,W-3,291
IQ,CWI,TVQ,Y,1730,M-10,D-7,W-5,712
JG,TFP,TVQ,N,645,M-4,D-16,W-6,143
HL,MGF,DTX,N,1250,M-2,D-10,W-4,614
NB,POI,URX,N,930,M-12,D-31,W-6,479
XJ,OTI,YTL,N,816,M-4,D-11,W-1,429
BN,RVN,PIH,N,1233,M-10,D-20,W-5,2079
HH,HSR,IPR,N,1954,M-9,D-6,W-2,462
TT,RIN,JNS,Y,2019,M-1,D-1,W-6,1372
BN,OPU,OPH,Y,2155,M-8,D-28,W-1,1013
WT,ULX,RJB,N,1549,M-1,D-17,W-1,602
WT,HOT,RJB,N,1824,M-10,D-1,W-6,472
